url,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,Bed&Bath,amenities,price,guests_included,extra_people
https://www.airbnb.com/rooms/771309,Dorchester,42.30805304,-71.04966351,Apartment,Private room,1,1,1,1b1b,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Washer,Dryer,Shampoo}",$58.00 ,1,$25.00 
https://www.airbnb.com/rooms/9533193,Allston,42.36040825,-71.1243859,Apartment,Private room,2,1,1,1b1b,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,Essentials,""24-Hour Check-in""}",$58.00 ,1,$0.00 
https://www.airbnb.com/rooms/8238078,Allston,42.35452204,-71.13872848,House,Private room,1,1.5,1,1b2b,"{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$58.00 ,1,$0.00 
https://www.airbnb.com/rooms/12540640,Allston,42.35189565,-71.12958036,Apartment,Shared room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Hangers,Iron}",$58.00 ,1,$0.00 
https://www.airbnb.com/rooms/14055624,Allston,42.35659961,-71.13718051,Apartment,Private room,1,1.5,1,1b2b,"{""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$58.00 ,1,$0.00 
https://www.airbnb.com/rooms/8034092,Allston,42.35536689,-71.13735574,House,Private room,1,1.5,1,1b2b,"{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$58.00 ,1,$0.00 
https://www.airbnb.com/rooms/6179374,Allston,42.35488681,-71.13865334,House,Private room,1,1.5,1,1b2b,"{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$58.00 ,1,$0.00 
https://www.airbnb.com/rooms/14218904,Jamaica Plain,42.31805468,-71.11186936,Condominium,Private room,2,1.5,1,1b2b,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$59.00 ,1,$10.00 
https://www.airbnb.com/rooms/5729845,Jamaica Plain,42.29812412,-71.11413549,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$59.00 ,1,$10.00 
https://www.airbnb.com/rooms/11006149,Mission Hill,42.33128999,-71.1026941,Apartment,Entire home/apt,1,2,1,1b2b,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$59.00 ,1,$0.00 
https://www.airbnb.com/rooms/8469464,Roxbury,42.32561122,-71.08131716,House,Private room,2,1,1,1b1b,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer}",$59.00 ,1,$0.00 
https://www.airbnb.com/rooms/9256035,Brighton,42.36095775,-71.14129426,House,Private room,2,1,1,1b1b,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$59.00 ,1,$20.00 
https://www.airbnb.com/rooms/7692933,Brighton,42.35567963,-71.16214487,Townhouse,Private room,1,1.5,1,1b2b,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$59.00 ,1,$0.00 
https://www.airbnb.com/rooms/2931165,Mattapan,42.27950359,-71.09377488,House,Private room,2,1,1,1b1b,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",$59.00 ,2,$0.00 
https://www.airbnb.com/rooms/14092792,Dorchester,42.28458582,-71.08277889,Townhouse,Private room,2,1.5,1,1b2b,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$59.00 ,1,$0.00 
https://www.airbnb.com/rooms/14809866,Dorchester,42.31439773,-71.06461456,Condominium,Private room,2,1,1,1b1b,"{TV,""Cable TV"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$59.00 ,1,$10.00 
https://www.airbnb.com/rooms/3389896,Dorchester,42.29640545,-71.05540715,Apartment,Private room,2,2,1,1b2b,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",$59.00 ,2,$75.00 
https://www.airbnb.com/rooms/14219033,Dorchester,42.28557705,-71.08317316,Townhouse,Private room,2,1.5,1,1b2b,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$59.00 ,1,$0.00 
https://www.airbnb.com/rooms/9494511,Dorchester,42.28880694,-71.06140756,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$59.00 ,1,$10.00 
https://www.airbnb.com/rooms/4494419,Dorchester,42.31317862,-71.05637455,Apartment,Private room,1,1,1,1b1b,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$59.00 ,1,$0.00 
https://www.airbnb.com/rooms/14655187,Allston,42.35368863,-71.1415454,House,Private room,2,1,1,1b1b,"{""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$59.00 ,1,$20.00 
https://www.airbnb.com/rooms/13236820,Allston,42.34827123,-71.13494337,Apartment,Private room,2,1,1,1b1b,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$59.00 ,1,$10.00 
https://www.airbnb.com/rooms/8751275,Allston,42.35179203,-71.12690082,Apartment,Private room,2,1,1,1b1b,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$59.00 ,2,$0.00 
https://www.airbnb.com/rooms/12023024,Roslindale,42.2864482,-71.13932539,House,Private room,2,1,1,1b1b,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_50""}",$60.00 ,1,$10.00 
https://www.airbnb.com/rooms/225979,Roslindale,42.28145207,-71.12925004,Apartment,Private room,1,0,1,1b1b,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00 ,1,$0.00 
https://www.airbnb.com/rooms/1936861,Roslindale,42.28997231,-71.13614632,Apartment,Private room,1,1,1,1b1b,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$60.00 ,1,$10.00 
https://www.airbnb.com/rooms/1591827,Roslindale,42.28556003,-71.1239987,House,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00 ,2,$50.00 
https://www.airbnb.com/rooms/12806707,Jamaica Plain,42.3167906,-71.11563043,House,Private room,1,1,1,1b1b,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$60.00 ,1,$0.00 
https://www.airbnb.com/rooms/12566065,Jamaica Plain,42.30443377,-71.10967689,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",Iron}",$60.00 ,1,$0.00 
https://www.airbnb.com/rooms/6862594,Jamaica Plain,42.3192652,-71.11324624,House,Private room,2,1,1,1b1b,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$60.00 ,1,$0.00 
https://www.airbnb.com/rooms/3987926,Jamaica Plain,42.29558695,-71.11941564,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00 ,2,$25.00 
https://www.airbnb.com/rooms/9727523,Jamaica Plain,42.31753771,-71.10845722,House,Private room,2,1,1,1b1b,"{Internet,""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}",$60.00 ,1,$0.00 
https://www.airbnb.com/rooms/728238,Jamaica Plain,42.30963229,-71.11621848,Apartment,Private room,2,1,1,1b1b,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$60.00 ,1,$10.00 
https://www.airbnb.com/rooms/1136972,Jamaica Plain,42.29444215,-71.11994538,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door""}",$60.00 ,2,$25.00 
https://www.airbnb.com/rooms/6425318,Jamaica Plain,42.32141475,-71.10676417,Bed & Breakfast,Private room,2,1,1,1b1b,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$60.00 ,1,$20.00 
https://www.airbnb.com/rooms/4015972,Jamaica Plain,42.32161991,-71.10550968,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$60.00 ,1,$20.00 
https://www.airbnb.com/rooms/11912139,Jamaica Plain,42.32134118,-71.10588596,Apartment,Private room,2,1,1,1b1b,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$60.00 ,1,$20.00 
